CustomerID,Country,Recency,Frequency,MonetaryValue,R,F,M,RFMSegment,RFMScore,RFMLevel,Clusters
12584,Italy,4,96,2338.1499999999996,4,3,4,4.03.04.0,11,Gold,2
12585,Germany,234,87,2040.099999999999,1,3,4,1.03.04.0,8,Silver,1
12586,Italy,17,11,196.94,4,1,1,4.01.01.0,6,Silver,0
12587,Finland,8,4,144.0,4,1,1,4.01.01.0,6,Silver,0
12588,Finland,39,10,214.9,3,1,1,3.01.01.0,5,Bronze,0
12589,France,29,35,646.6800000000001,3,2,2,3.02.02.0,7,Silver,1
12590,Germany,211,68,9635.260000000004,1,3,4,1.03.04.0,8,Silver,1
12591,Italy,317,26,452.84999999999985,1,2,2,1.02.02.0,5,Bronze,0
12592,Germany,92,18,437.59999999999997,2,2,2,2.02.02.0,6,Silver,0
12593,France,109,21,418.09999999999997,2,2,2,2.02.02.0,6,Silver,0
12594,Italy,38,118,3338.2199999999984,3,4,4,3.04.04.0,11,Gold,2
12596,Spain,51,27,618.27,3,2,2,3.02.02.0,7,Silver,1
12597,Spain,19,206,3811.2200000000016,3,4,4,3.04.04.0,11,Gold,2
12598,France,10,132,3023.079999999999,4,4,4,4.04.04.0,12,Gold,2
12599,France,29,62,1032.5800000000006,3,3,3,3.03.03.0,9,Silver,1
12600,Germany,29,64,2599.0400000000004,3,3,4,3.03.04.0,10,Gold,1
12601,Germany,190,28,577.0600000000001,1,2,2,1.02.02.0,5,Bronze,0
12602,France,59,12,153.12000000000003,2,1,1,2.01.01.0,4,Bronze,0
12603,Germany,22,2,739.1999999999999,3,1,3,3.01.03.0,7,Silver,0
12604,France,79,16,254.17999999999995,2,1,1,2.01.01.0,4,Bronze,0
12607,USA,60,101,1579.51,2,4,3,2.04.03.0,9,Silver,1
12609,Germany,78,60,1126.8500000000001,2,3,3,2.03.03.0,8,Silver,1
12610,Italy,23,106,2099.540000000001,3,4,4,3.04.04.0,11,Gold,2
12611,Italy,52,65,1193.32,2,3,3,2.03.03.0,8,Silver,1
12612,Germany,74,19,704.0400000000001,2,2,3,2.02.03.0,7,Silver,1
12613,Germany,57,153,3344.3799999999983,2,4,4,2.04.04.0,10,Gold,1
12614,Germany,278,20,315.59999999999997,1,2,2,1.02.02.0,5,Bronze,0
12615,France,2,105,2291.1900000000005,4,4,4,4.04.04.0,12,Gold,2
12616,France,95,32,713.3,2,2,3,2.02.03.0,7,Silver,1
12617,France,29,41,352.9800000000002,3,2,2,3.02.02.0,7,Silver,1
12618,Italy,22,11,177.31,3,1,1,3.01.01.0,5,Bronze,0
12619,Germany,16,90,3545.56,4,3,4,4.03.04.0,11,Gold,2
12620,France,15,92,1339.4099999999999,4,3,3,4.03.03.0,10,Gold,1
12621,Germany,2,467,13689.67,4,4,4,4.04.04.0,12,Gold,2
12622,Germany,232,11,180.09999999999997,1,1,1,1.01.01.0,3,Bronze,0
12623,Germany,276,18,305.1,1,2,1,1.02.01.0,4,Bronze,0
12624,France,106,38,641.1300000000001,2,2,2,2.02.02.0,6,Silver,1
12625,Germany,212,86,2683.8199999999997,1,3,4,1.03.04.0,8,Silver,1
12626,Germany,23,294,6620.479999999998,3,4,4,3.04.04.0,11,Gold,2
12627,Germany,11,230,4478.53,4,4,4,4.04.04.0,12,Gold,2
12628,Germany,4,41,786.4599999999998,4,2,3,4.02.03.0,9,Silver,2
12630,Finland,10,64,1270.8799999999999,4,3,3,4.03.03.0,10,Gold,1
12631,Finland,57,31,640.5000000000002,2,2,2,2.02.02.0,6,Silver,1
12633,Germany,59,101,2163.9799999999996,2,4,4,2.04.04.0,10,Gold,1
12635,Germany,90,101,1689.18,2,4,4,2.04.04.0,10,Gold,1
12637,France,67,382,6002.9000000000015,2,4,4,2.04.04.0,10,Gold,2
12638,Sweden,33,39,671.69,3,2,3,3.02.03.0,8,Silver,1
12639,Sweden,239,22,486.1,1,2,2,1.02.02.0,5,Bronze,0
12640,France,24,53,1174.58,3,3,3,3.03.03.0,9,Silver,1
12641,Sweden,115,10,185.9,2,1,1,2.01.01.0,4,Bronze,0
12642,Germany,25,47,1013.26,3,3,3,3.03.03.0,9,Silver,1
12643,France,128,24,3344.6400000000003,2,2,4,2.02.04.0,8,Silver,1
12644,Germany,130,31,477.9100000000001,2,2,2,2.02.02.0,6,Silver,1
12645,Germany,34,73,1775.1800000000005,3,3,4,3.03.04.0,10,Gold,1
12646,USA,5,45,1346.9700000000003,4,3,3,4.03.03.0,10,Gold,2
12647,Germany,22,121,3722.820000000001,3,4,4,3.04.04.0,11,Gold,2
12648,Germany,155,21,318.05,1,2,2,1.02.02.0,5,Bronze,0
12649,Germany,107,31,623.5099999999999,2,2,2,2.02.02.0,6,Silver,1
12650,France,3,20,314.44,4,2,2,4.02.02.0,8,Silver,1
12651,France,335,9,114.00000000000003,1,1,1,1.01.01.0,3,Bronze,0
12652,France,331,48,919.9799999999998,1,3,3,1.03.03.0,7,Silver,1
12653,Israel,149,43,2209.8500000000004,1,3,4,1.03.04.0,8,Silver,1
12654,Germany,11,38,601.98,4,2,2,4.02.02.0,8,Silver,1
12656,France,17,126,4051.170000000002,4,4,4,4.04.04.0,12,Gold,2
12657,France,11,47,1643.18,4,3,4,4.03.04.0,11,Gold,1
12658,Germany,19,36,686.0500000000001,3,2,3,3.02.03.0,8,Silver,1
12659,France,30,5,91.68,3,1,1,3.01.01.0,5,Bronze,0
12660,France,11,13,245.10000000000002,4,1,1,4.01.01.0,6,Silver,0
12662,Germany,1,230,3849.7799999999984,4,4,4,4.04.04.0,12,Gold,2
12664,Finland,8,37,4881.879999999999,4,2,4,4.02.04.0,10,Gold,2
12665,Germany,325,3,63.0,1,1,1,1.01.01.0,3,Bronze,0
12667,Finland,58,33,620.13,2,2,2,2.02.02.0,6,Silver,1
12668,Germany,12,161,3807.150000000002,4,4,4,4.04.04.0,12,Gold,2
12669,France,151,101,1901.73,1,4,4,1.04.04.0,9,Silver,1
12670,France,10,92,2996.0500000000006,4,3,4,4.03.04.0,11,Gold,2
12672,France,330,10,225.9,1,1,1,1.01.01.0,3,Bronze,0
12673,Germany,5,42,610.52,4,3,2,4.03.02.0,9,Silver,1
12674,France,39,83,1970.6000000000006,3,3,4,3.03.04.0,10,Gold,1
12676,Sweden,25,45,1331.3900000000006,3,3,3,3.03.03.0,9,Silver,1
12678,France,42,165,17182.75,3,4,4,3.04.04.0,11,Gold,2
12679,France,59,48,1113.0200000000002,2,3,3,2.03.03.0,8,Silver,1
12680,France,1,52,862.81,4,3,3,4.03.03.0,10,Gold,2
12681,France,15,638,13787.54,4,4,4,4.04.04.0,12,Gold,2
12682,France,4,524,12279.819999999998,4,4,4,4.04.04.0,12,Gold,2
12683,France,4,344,8476.569999999998,4,4,4,4.04.04.0,12,Gold,2
12684,France,8,105,2283.6299999999997,4,4,4,4.04.04.0,12,Gold,2
12685,France,28,157,2863.0800000000004,3,4,4,3.04.04.0,11,Gold,2
12686,France,372,7,89.14,1,1,1,1.01.01.0,3,Bronze,0
12688,Israel,114,171,4873.810000000005,2,4,4,2.04.04.0,10,Gold,1
12689,France,26,72,1247.61,3,3,3,3.03.03.0,9,Silver,1
12690,France,206,16,389.00999999999993,1,1,2,1.01.02.0,4,Bronze,0
12691,France,28,32,1035.8,3,2,3,3.02.03.0,8,Silver,1
12693,Germany,127,39,855.9099999999997,2,2,3,2.02.03.0,7,Silver,1
12694,France,70,37,869.6699999999998,2,2,3,2.02.03.0,7,Silver,1
12695,France,7,27,582.1,4,2,2,4.02.02.0,8,Silver,1
12697,Sweden,29,41,957.5899999999999,3,2,3,3.02.03.0,8,Silver,1
12700,France,8,268,4939.990000000006,4,4,4,4.04.04.0,12,Gold,2
12701,Germany,80,53,797.7099999999999,2,3,3,2.03.03.0,8,Silver,1
12702,Germany,20,12,219.0,3,1,1,3.01.01.0,5,Bronze,0
12703,Germany,71,21,283.54999999999995,2,2,1,2.02.01.0,5,Bronze,0
12704,Finland,7,88,2340.84,4,3,4,4.03.04.0,11,Gold,2
12705,Germany,15,334,6868.290000000003,4,4,4,4.04.04.0,12,Gold,2
12707,France,292,33,603.42,1,2,2,1.02.02.0,5,Bronze,0
12708,Germany,30,157,2712.9100000000008,3,4,4,3.04.04.0,11,Gold,2
12709,Germany,15,207,9706.519999999991,4,4,4,4.04.04.0,12,Gold,2
12710,Germany,97,77,1149.0200000000007,2,3,3,2.03.03.0,8,Silver,1
12712,Germany,29,133,4396.129999999999,3,4,4,3.04.04.0,11,Gold,2
12713,Germany,1,38,848.5499999999998,4,2,3,4.02.03.0,9,Silver,2
12714,France,9,259,4708.859999999994,4,4,4,4.04.04.0,12,Gold,2
12715,Sweden,106,20,343.35999999999996,2,2,2,2.02.02.0,6,Silver,0
12716,France,4,69,1053.4899999999996,4,3,3,4.03.03.0,10,Gold,2
12717,Greece,151,55,1030.98,1,3,3,1.03.03.0,7,Silver,1
12718,France,71,19,238.25000000000003,2,2,1,2.02.01.0,5,Bronze,0
12719,France,5,39,644.9499999999999,4,2,2,4.02.02.0,8,Silver,1
12720,Germany,3,354,5781.730000000001,4,4,4,4.04.04.0,12,Gold,2
12721,France,32,161,2656.130000000001,3,4,4,3.04.04.0,11,Gold,2
12722,France,85,53,997.6299999999999,2,3,3,2.03.03.0,8,Silver,1
12723,France,4,69,725.0699999999998,4,3,3,4.03.03.0,10,Gold,2
12724,France,5,53,1031.4099999999999,4,3,3,4.03.03.0,10,Gold,2
12725,Italy,371,24,427.79999999999995,1,2,2,1.02.02.0,5,Bronze,0
12726,France,28,124,2609.1000000000004,3,4,4,3.04.04.0,11,Gold,2
12727,France,11,139,3980.7000000000003,4,4,4,4.04.04.0,12,Gold,2
12728,France,71,46,836.3299999999999,2,3,3,2.03.03.0,8,Silver,1
12729,France,114,26,453.0100000000001,2,2,2,2.02.02.0,6,Silver,0
12731,France,24,274,18895.910000000003,3,4,4,3.04.04.0,11,Gold,2
12732,France,180,12,236.2600000000001,1,1,1,1.01.01.0,3,Bronze,0
12733,USA,234,22,383.95,1,2,2,1.02.02.0,5,Bronze,0
12734,France,353,4,110.39999999999999,1,1,1,1.01.01.0,3,Bronze,0
12735,France,315,43,779.5699999999998,1,3,3,1.03.03.0,7,Silver,1
12736,France,333,4,234.00000000000003,1,1,1,1.01.01.0,3,Bronze,0
12738,Germany,372,11,155.35,1,1,1,1.01.01.0,3,Bronze,0
12739,United Arab Emirates,78,38,1013.0400000000001,2,2,3,2.02.03.0,7,Silver,1
12740,France,64,27,427.5999999999999,2,2,2,2.02.02.0,6,Silver,1
12743,Unspecified,134,131,540.1299999999998,2,4,2,2.04.02.0,8,Silver,1
12744,Singapore,52,220,10404.290000000005,2,4,4,2.04.04.0,10,Gold,2
12747,United Kingdom,2,103,4196.010000000001,4,4,4,4.04.04.0,12,Gold,2
12748,United Kingdom,1,4412,32390.690000000435,4,4,4,4.04.04.0,12,Gold,2
12749,United Kingdom,4,199,4090.880000000001,4,4,4,4.04.04.0,12,Gold,2
12750,Poland,129,15,275.88,2,1,1,2.01.01.0,4,Bronze,0
12752,Norway,81,53,4366.779999999999,2,3,4,2.03.04.0,9,Silver,1
12753,Japan,23,197,21429.39,3,4,4,3.04.04.0,11,Gold,2
12754,Japan,236,63,3010.74,1,3,4,1.03.04.0,8,Silver,1
12755,Japan,281,4,1708.2,1,1,4,1.01.04.0,6,Silver,0
12756,Japan,87,4,112.08000000000001,2,1,1,2.01.01.0,4,Bronze,0
12757,Portugal,16,364,5411.249999999995,4,4,4,4.04.04.0,12,Gold,2
12758,Portugal,117,97,2791.590000000001,2,3,4,2.03.04.0,9,Silver,1
12759,Netherlands,52,95,1531.4400000000007,2,3,3,2.03.03.0,8,Silver,1
